Species,Family,Order,DR,Insularity,MigratoryBehavior,DietBreadth,HabitatBreadth,BodySize,BrainSize,BrainSampleSize,RelativeBrainSize,BrainSD,BrainReference
Sterna_trudeaui,Laridae,CHARADRIIFORMES,0.257,continental,migrant,0.014,4.172,153,2.08,6,0.204,0.036,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Sterna_vittata,Laridae,CHARADRIIFORMES,0.593,continental,migrant,0.014,3.039,139,2.01,6,0.224,0.07,"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu-Austral Ornithology, 114(2), 160-170."
Stictonetta_naevosa,Anatidae,ANSERIFORMES,0.067,continental,resident,0.132,1.823,905.5,4.41,10,-0.041,0.08,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Stigmatopelia_chinensis,Columbidae,COLUMBIFORMES,0.082,continental,migrant,0,3.228,161.5,1.35,9,-0.258,0.034,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Stigmatopelia_senegalensis,Columbidae,COLUMBIFORMES,0.082,continental,migrant,0.147,3.604,101,1.24,10,-0.08,0.032,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Stigmatura_budytoides,Tyrannidae,PASSERIFORMES,0.1,continental,resident,0,3.023,11.1,0.53,2,0.308,0.168,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Stiltia_isabella,Glareolidae,CHARADRIIFORMES,0.07,continental,migrant,0.175,3.588,65.5,1.05,10,-0.004,0.028,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Stipiturus_malachurus,Maluridae,PASSERIFORMES,0.072,continental,resident,0,4.72,7.3,0.4,1,0.262,0.071,"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu-Austral Ornithology, 114(2), 160-170."
Strepera_fuliginosa,Cracticidae,PASSERIFORMES,0.104,continental,resident,0.155,4.47,377,5.7,2,0.707,0.099,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Strepera_graculina,Cracticidae,PASSERIFORMES,0.096,continental,resident,0.169,4.464,299.5,5.34,10,0.77,0.16,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Strepera_versicolor,Cracticidae,PASSERIFORMES,0.098,continental,resident,0.155,4.609,396.5,5.97,5,0.725,0.049,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Streptopelia_capicola,Columbidae,COLUMBIFORMES,0.121,continental,resident,0.112,4.079,153,1.49,4,-0.129,0.017,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Streptopelia_decipiens,Columbidae,COLUMBIFORMES,0.187,continental,resident,0.185,4.122,146,1.6,3,-0.032,0.063,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Streptopelia_orientalis,Columbidae,COLUMBIFORMES,0.186,continental,migrant,0.125,6.085,233,1.49,5,-0.365,0.06,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Streptopelia_semitorquata,Columbidae,COLUMBIFORMES,0.107,continental,resident,0.155,4.262,236,1.59,6,-0.308,0.05,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Streptopelia_tranquebarica,Columbidae,COLUMBIFORMES,0.128,continental,migrant,0.113,2.565,103,1.06,3,-0.248,0.011,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Streptopelia_turtur,Columbidae,COLUMBIFORMES,0.311,continental,migrant,0,4.599,145.1,1.39,10,-0.169,0.065,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Streptopelia_vinacea,Columbidae,COLUMBIFORMES,0.12,continental,resident,0.132,2.385,110,1.2,1,-0.161,0.071,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Streptoprocne_zonaris,Apodidae,APODIFORMES,0.04,continental,resident,0,2.52,76.8,1.48,2,0.25,0.072,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Strigops_habroptila,Psittacidae,PSITTACIFORMES,0.018,insular,resident,0.136,2.706,1750,16.5,3,0.909,0.112,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Strix_aluco,Strigidae,STRIGIFORMES,0.099,continental,resident,0.013,5.502,475,9.08,4,1.043,0.043,"Iwaniuk, A. N., & Wylie, D. R. (2006). The evolution of stereopsis and the Wulst in caprimulgiform birds: a comparative analysis. Journal of Comparative Physiology A, 192(12), 1313-1326."
Strix_nebulosa,Strigidae,STRIGIFORMES,0.113,continental,resident,0.006,4.295,1037.59,14.66,11,1.083,0.07,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Strix_nigrolineata,Strigidae,STRIGIFORMES,0.138,continental,resident,0.003,3.642,458.5,7.4,5,0.858,0.081,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Strix_uralensis,Strigidae,STRIGIFORMES,0.187,continental,resident,NA,3.794,784.5,11.21,5,0.972,0.061,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Strix_varia,Strigidae,STRIGIFORMES,0.123,continental,resident,0.024,6.356,716.5,12.55,10,1.136,0.131,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Strix_virgata,Strigidae,STRIGIFORMES,0.126,continental,resident,0.008,3.817,329.5,6.1,4,0.85,0.112,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Strix_woodfordii,Strigidae,STRIGIFORMES,0.093,continental,resident,NA,2.844,286.25,5.5,2,0.825,0.071,"Iwaniuk, A. N., & Wylie, D. R. (2006). The evolution of stereopsis and the Wulst in caprimulgiform birds: a comparative analysis. Journal of Comparative Physiology A, 192(12), 1313-1326."
Struthidea_cinerea,Corcoracidae,PASSERIFORMES,0.045,continental,resident,0.175,3.121,132,2.98,8,0.646,0.035,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sturnella_neglecta,Icteridae,PASSERIFORMES,0.199,continental,migrant,0.184,3,103.49,1.94,9,0.354,0.091,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sturnus_vulgaris,Sturnidae,PASSERIFORMES,0.184,continental,migrant,0.142,5.651,86,1.97,10,0.473,0.049,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sula_leucogaster,Sulidae,SULIFORMES,0.066,continental,migrant,0.005,1.318,1298.5,9.04,8,0.474,0.042,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Surnia_ulula,Strigidae,STRIGIFORMES,0.035,continental,migrant,0.008,4.561,320.5,7.48,5,1.069,0.113,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sylvia_atricapilla,Sylviidae,PASSERIFORMES,0.075,continental,migrant,0.098,5.484,18.7,0.65,10,0.22,0.087,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Sylvia_borin,Sylviidae,PASSERIFORMES,0.091,continental,migrant,0.072,5.799,17.6,0.62,10,0.206,0.058,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Syma_megarhyncha,Alcedinidae,CORACIIFORMES,0.101,continental,resident,0.01,1.47,56,1.35,1,0.336,0.071,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Syma_torotoro,Alcedinidae,CORACIIFORMES,0.101,continental,resident,0.01,2.634,35,1.11,1,0.403,0.071,"Sayol, F., Maspons, J., Lapiedra, O., Iwaniuk, A. N., Székely, T., & Sol, D. (2016). Environmental variation and the evolution of large brains in birds. Nature communications, 7, 13971."
Synallaxis_brachyura,Furnariidae,PASSERIFORMES,0.715,continental,resident,0.175,3.602,18.3,0.86,4,0.512,0.028,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Syndactyla_guttulata,Furnariidae,PASSERIFORMES,0.552,continental,resident,0,1,34.83,1.19,4,0.476,0.062,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Synthliboramphus_antiquus,Alcidae,CHARADRIIFORMES,0.153,continental,migrant,0.014,1.728,218,2.43,4,0.161,0.099,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Syrigma_sibilatrix,Ardeidae,PELECANIFORMES,0.037,continental,resident,0.01,3.672,463,4.61,8,0.379,0.025,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Syrmaticus_reevesii,Phasianidae,GALLIFORMES,0.109,continental,resident,0.151,1.84,1239,4.38,8,-0.224,0.061,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tachornis_phoenicobia,Apodidae,APODIFORMES,0.09,continental,resident,0,1.941,9.96,0.28,6,-0.269,0.046,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tachybaptus_novaehollandiae,Podicipedidae,PODICIPEDIFORMES,0.046,continental,migrant,0.014,2.866,152.3,1.66,6,-0.019,0.074,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tachycineta_bicolor,Hirundinidae,PASSERIFORMES,0.104,continental,migrant,0.073,3.019,21.2,0.55,7,-0.018,0.035,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tachycineta_thalassina,Hirundinidae,PASSERIFORMES,0.127,continental,migrant,0,5.988,14.15,0.46,10,0.03,0.084,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tachyeres_leucocephalus,Anatidae,ANSERIFORMES,0.603,continental,resident,0,1.638,3500,10.2,1,0.039,0.071,"Sayol, F., Maspons, J., Lapiedra, O., Iwaniuk, A. N., Székely, T., & Sol, D. (2016). Environmental variation and the evolution of large brains in birds. Nature communications, 7, 13971."
Tachyeres_patachonicus,Anatidae,ANSERIFORMES,0.603,continental,resident,0.059,4.289,2780,9.08,2,0.052,0.113,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tachyeres_pteneres,Anatidae,ANSERIFORMES,0.605,continental,migrant,0.014,1.524,4725,10.63,3,-0.088,0.005,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tachyphonus_delatrii,Thraupidae,PASSERIFORMES,0.11,continental,resident,0,1,16.8,0.74,10,0.41,0.058,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tadorna_radjah,Anatidae,ANSERIFORMES,0.191,continental,resident,0.057,3.95,886.5,5.18,6,0.131,0.038,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tadorna_tadorna,Anatidae,ANSERIFORMES,0.264,continental,migrant,0.17,2.302,1152,5.33,5,0.013,0.056,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tadorna_tadornoides,Anatidae,ANSERIFORMES,0.625,continental,resident,0.17,3.904,1425,5.83,7,-0.017,0.077,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tadorna_variegata,Anatidae,ANSERIFORMES,0.459,insular,resident,0.064,3.549,1539.75,5.96,4,-0.038,0.104,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Taeniopygia_bichenovii,Estrildidae,PASSERIFORMES,0.13,continental,resident,0.058,3.779,9.6,0.4,4,0.108,0.084,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Taeniopygia_guttata,Estrildidae,PASSERIFORMES,0.13,continental,resident,0,4.268,12.05,0.44,14,0.076,0.068,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tangara_cyanicollis,Thraupidae,PASSERIFORMES,0.338,continental,resident,NA,3.601,17,0.64,9,0.258,0.095,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Tanygnathus_lucionensis,Psittacidae,PSITTACIFORMES,0.169,insular,resident,0.169,2.235,215,5.71,6,1.023,0.069,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
